Genus,lfc_(Intercept),lfc_CompartmentRoot,lfc_Human_Influence_Index,lfc_CompartmentRoot:Human_Influence_Index,se_(Intercept),se_CompartmentRoot,se_Human_Influence_Index,se_CompartmentRoot:Human_Influence_Index,W_(Intercept),W_CompartmentRoot,W_Human_Influence_Index,W_CompartmentRoot:Human_Influence_Index,p_(Intercept),p_CompartmentRoot,p_Human_Influence_Index,p_CompartmentRoot:Human_Influence_Index,q_(Intercept),q_CompartmentRoot,q_Human_Influence_Index,q_CompartmentRoot:Human_Influence_Index,diff_(Intercept),diff_CompartmentRoot,diff_Human_Influence_Index,diff_CompartmentRoot:Human_Influence_Index
Dongia,-0.1928681891920951,1.6564128267199394,-0.00678704993606456,-0.0037741880894306837,0.5509126883586709,0.7999399961237954,0.010706667828348402,0.015192677876895232,-0.35008848637468404,2.07067134378364,-0.6339087048254417,-0.24842151726065392,0.7262722913612951,0.03838951995263993,0.5261404043517597,0.8038082869115488,0.8560385220944372,0.11805498992954686,0.8573363560950985,0.9578111310504343,FALSE,FALSE,FALSE,FALSE
Stella,0.389318145691035,-0.7698853363252282,0.002126135819397538,0.0021001474456316793,0.4682574308455269,0.68226751458232,0.00909757282746195,0.012891181352305783,0.8314190444090719,-1.1284215060371843,0.23370363279528586,0.16291349785844383,0.4057369441755698,0.2591419494963809,0.8152150672856365,0.8705865430582924,0.6407197303776373,0.43978861968472943,0.9982946680443294,0.9679583729897077,FALSE,FALSE,FALSE,FALSE
Inquilinus,-0.20351318632090773,0.6696852175608361,-0.0010601435020746225,0.004377055886051412,0.42351935880149455,0.6185869659975164,0.008226618209342758,0.011645352588671398,-0.48052865138638273,1.0826047983098384,-0.12886747325537057,0.37586289060147593,0.6308515352112343,0.27898387659723906,0.8974625146003072,0.7070188300202267,0.8191056441314122,0.4630684659972322,0.9982946680443294,0.9469644423407566,FALSE,FALSE,FALSE,FALSE
Geminicoccus,0.8259270179175358,-0.7176064676632535,-0.015680439670063166,0.01998298278989139,0.5201761530720745,0.7561768379903698,0.010108309067666622,0.014336884209537569,1.587783317323847,-0.948992922833207,-1.5512426030007411,1.3938162921478974,0.11233534511884909,0.3426242115424879,0.12084355602480103,0.16337308702115766,0.2801533911805444,0.5288049151731229,0.38019241857033553,0.5615091814424662,FALSE,FALSE,FALSE,FALSE
Acidisoma,0.4399915605567218,-0.586463812319233,-0.003515859034032007,0.008041851187796703,0.36445877329104737,0.5344941977613855,0.007076863603129268,0.010000911004064281,1.2072464509047665,-1.097231391426719,-0.49681034299959576,0.8041118638620588,0.2273372463915921,0.272540253891355,0.6193228008005722,0.42133237346706487,0.4406679325789629,0.45684001574411554,0.9346975111713434,0.8284852920578343,FALSE,FALSE,FALSE,FALSE
Roseomonas,1.7641064090534713,-0.717796669226362,-0.03318376289155499,0.017803999828423813,0.5432646469857818,0.7890499758616383,0.010557781519605808,0.014979740589103702,3.247232115767771,-0.9096973464101965,-3.143062094051929,1.1885385946786344,0.001165333083374582,0.36298214402803064,0.0016719036930253892,0.23462128379153585,0.007332634324618523,0.5534456210939056,0.023500142136555234,0.6862395108339768,TRUE,FALSE,TRUE,FALSE
Dankookia,5.640501954750859e-5,-0.07572035703258605,5.309414780429606e-4,0.007540119470602783,0.3406627732584224,0.500580330067677,0.006613655964665605,0.009338659973962982,1.6557435673994372e-4,-0.15126514663959903,0.0802795731860851,0.8074091455974742,0.999867890777696,0.8797665618302865,0.9360149040066109,0.4194307995788957,0.999867890777696,0.9394896182469638,0.9982946680443294,0.8284852920578343,FALSE,FALSE,FALSE,FALSE
Defluviicoccus,1.167814392996334,-2.505731284168341,-6.744290009006815e-4,0.010461972325356977,0.6064766087419632,0.8790700073517744,0.01178832893828962,0.01673956603224564,1.9255720272852312,-2.8504342807883227,-0.05721158651334131,0.6249846803199047,0.05415783430044144,0.004365957181594573,0.9543766485762011,0.5319811127876524,0.1592480136074276,0.021007958673790357,0.9982946680443294,0.8880505507309456,FALSE,TRUE,FALSE,FALSE
Arboricoccus,0.47198084211856944,-0.4017198972994214,-0.004471618401787719,0.005050874445338273,0.420675827042872,0.6145393355590922,0.008171260838062218,0.011566169085729128,1.1219585528275882,-0.6536927321893022,-0.5472372612264015,0.43669381001616814,0.2618800629857636,0.5133097865665361,0.584215740141679,0.6623334189621441,0.471884178231235,0.6919659566724656,0.9068129324584016,0.93986502783642345,FALSE,FALSE,FALSE,FALSE
Sphingomonas,-0.11045756805749712,0.5874283305465571,-0.0031902770596747873,0.0066019009341191275,0.35189534441840037,0.5165929635198115,0.006832301848598253,0.009651226976295682,-0.31389323504707717,1.1371202707526407,-0.46694029777523943,0.6840478366464715,0.7536021285605945,0.25548801099912827,0.6405425929531271,0.4939449593208802,0.8694213389249992,0.43539415207768106,0.9554737946195617,0.8821986391364192,FALSE,FALSE,FALSE,FALSE
Rhizorhabdus,-0.11689330221940976,2.8717583390505834,-0.0021025563497438916,-0.040600055153516834,0.5086448386165972,0.7397600214892053,0.0098838229582138,0.014015802578576894,-0.22981320824434984,3.8820134308819076,-0.21272703473473228,-2.896734234511399,0.8182369207062608,1.035951541961975e-4,0.8315398786905396,0.003770690370415089,0.9143685807892368,8.896901025795863e-4,0.9982946680443294,0.0811690716578827,FALSE,TRUE,FALSE,FALSE
Parablastomonas,-0.8171663479318624,-0.7291630334142127,-9.611747011736604e-4,0.05691444954323828,0.6049982478557746,0.8769643458993208,0.011759550082617089,0.016698411624376405,-1.350692090147452,-0.8314625752161693,-0.08173566968301485,3.4083750492863856,0.17679408712833222,0.4057123617781741,0.9348569129393667,6.535100662796702e-4,0.37307500503848434,0.5910401579935756,0.9982946680443294,0.03982724281864839,FALSE,FALSE,FALSE,TRUE
Sphingorhabdus,-0.18631098072525695,1.9309886525992401,4.4220958378126074e-4,-0.024393628047636836,0.6030111193627871,0.8741340603900458,0.011720867154416432,0.0166430939712277,-0.30896773665158145,2.209030330814037,0.03772840165794694,-1.4656906996864962,0.7573460692887786,0.0271725313038095,0.9699042308642825,0.1427325690048603,0.8694213389249992,0.09109479756768923,0.9982946680443294,0.5226027931387152,FALSE,FALSE,FALSE,FALSE
Sphingobium,-1.1034150270455545,4.417418396797248,-0.0045913800232481134,-0.025791387575729706,0.5746568345392533,0.8337518995913705,0.01116889770709451,0.015853737202625354,-1.920128606719256,5.298240878326353,-0.4110862274557012,-1.6268332977954683,0.05484165669683449,1.1692365554792191e-7,0.6810093084834135,0.10377250759593441,0.1592480136074276,3.1881183412733375e-6,0.9735760085069545,0.45152080432699127,FALSE,TRUE,FALSE,FALSE
Stakelama,0.049925153361335003,-0.19048320417282327,-0.006061929868821667,0.02137946141230207,0.44643710470335163,0.6512082832213404,0.008672777841549698,0.01228354829039876,0.11183020594694801,-0.29250734224472325,-0.6989605844369801,1.7404955723594122,0.9109580368576997,0.769898746943513,0.4845766637304563,0.0817720368565695,0.9627437650511607,0.8730886936700237,0.8433644029553733,0.41805953842921156,FALSE,FALSE,FALSE,FALSE
Allosphingosinicella,1.4848304591297712,0.0968542686834916,-0.0343122962914419,0.015406204839451059,0.647570714898961,0.9376073849446018,0.01258828951298083,0.017883477883916515,2.292924038977652,0.1032993876101074,-2.7257314233248002,0.8614769979002022,0.021852378575225564,0.9177253616366932,0.006415918142653469,0.3889753845259236,0.07840020032690574,0.9575246757893048,0.04989463544640508,0.8116884299546059,FALSE,FALSE,TRUE,FALSE
Croceibacterium,-0.07331155275723994,0.9375032501527727,2.1915048625227094e-4,-0.008879242897737252,0.35036209152481496,0.5144077118105302,0.006802455974014057,0.009608556697083001,-0.2092451053656515,1.822490659895238,0.03221637700992758,-0.9240974662128852,0.8342569026815327,0.06838056965896826,0.9742994959928671,0.35543557240636775,0.919351689287513,0.18160813630206504,0.9982946680443294,0.7651218374431811,FALSE,FALSE,FALSE,FALSE
Erythrobacter,1.3877646560491415,-0.9908523300235305,-0.02160432277017905,0.014680040491029469,0.5100507590205897,0.7417615464740906,0.009911192799634717,0.014054949940323438,2.72083637070545,-1.3358097824475732,-2.1797903851668883,1.0444747617999446,0.006511698513424815,0.1816114547181528,0.029273002973993458,0.2962657900076081,0.027742548874903638,0.35370992847487853,0.13663205135887121,0.7368576135275413,TRUE,FALSE,FALSE,FALSE
Novosphingobium,0.17526239447516223,1.6825674120059593,-0.03320537039435414,0.03518998178662728,0.409463619950816,0.5985787565579739,0.007952984185196858,0.011253948814217632,0.42802922148789296,2.810937397246236,-4.17520890537672,3.1269008209962847,0.6686298457706429,0.004939739615920988,2.9771272319173267e-5,0.0017665951188991064,0.8380857872354833,0.023492482591996326,8.117633585694577e-4,0.04918355522792346,FALSE,TRUE,TRUE,TRUE
Altererythrobacter,0.45714062346493106,1.1458914189168592,-0.016990425724356998,8.50657595740648e-4,0.505100713141785,0.7347145157318181,0.009814827411712856,0.013917117091333083,0.9050484617641171,1.5596417307414774,-1.7310977576723252,0.06112311839859399,0.3654397139484724,0.11884456910458989,0.08343433024140688,0.9512611577511421,0.6147541162582051,0.2613302621708455,0.29343529071738583,0.992514830408717,FALSE,FALSE,FALSE,FALSE
Sphingopyxis,0.11347240860505686,1.4021395291232852,-0.02343859882671084,0.02311165531132458,0.43348259417605517,0.6327688684975227,0.00842058100942095,0.011922800022537032,0.26176923855671824,2.2158794449742665,-2.783489500366747,1.9384419152915298,0.7934993563748619,0.02669975963217037,0.005377760304613452,0.05256933083332348,0.8932823266315496,0.09024960074014614,0.044887836011977586,0.3307824047819893,FALSE,FALSE,TRUE,FALSE
Tumebacillus,2.0885035872287334,-2.1978381058534078,-0.022399862494139,0.011609751159264697,0.6715602690265355,0.9717851205943455,0.013055277074291346,0.018551208895352847,3.109927259776903,-2.2616502962189893,-1.7157707467005168,0.6258218116541713,0.001871334219415058,0.023719017888798485,0.08620401031341178,0.5314318236372774,0.009688299946085555,0.08198713563351324,0.2987918662558086,0.8880505507309456,TRUE,FALSE,FALSE,FALSE
Magnetospirillum,0.30124064440364845,-0.06114303650226422,-0.0029907753572325792,0.002223239368777562,0.2865512931063307,0.4232189212911664,0.005560625608607114,0.007835099000377727,1.0512625545607535,-0.14447141520924345,-0.537848718425361,0.2837538324238635,0.2931380200099383,0.8851282269879457,0.5906814945899116,0.7765990371803788,0.5167821128623482,0.9427537625991401,0.908228313110052,0.9522560101393882,FALSE,FALSE,FALSE,FALSE
Micropepsis,1.3087301255318138,-2.3045266018411588,0.0022642619748096684,-0.005336890372276293,0.3319056550953366,0.48808986691668843,0.0064432036778346,0.009095042554603177,3.9430787196316195,-4.7215210928247275,0.3514186556912679,-0.5867911381651743,8.044223656989255e-5,2.3408734928506984e-6,0.7252742885754642,0.5573439892368582,7.651366222578152e-4,4.079467691915841e-5,0.9855055947752984,0.8880505507309456,TRUE,TRUE,FALSE,FALSE
Asprobacter,1.2658034047745457,-0.9927020829621518,-0.019640842762338327,0.015643988312830603,0.38582434591843395,0.56492333844825815,0.007492785892796796,0.0105957237473952,3.2807763899952174,-1.7572332658249246,-2.6213004139381706,1.4764435809943086,0.0010352178109783847,0.07887805729036787,0.008759503560000643,0.13982485055192478,0.00682909814016386,0.2046278337310719,0.06397565992929041,0.5226027931387152,TRUE,FALSE,FALSE,FALSE
Rubellimicrobium,-0.14530502214344757,0.7794184370532982,-0.0019967213370192193,0.0017611151265533305,0.44472115395693196,0.6487658106622574,0.008639371917957508,0.012235763663811577,-0.32673287710869564,1.2013864236428722,-0.23111880770741,0.1439317704183838,0.7438699314632011,0.2296013400023676,0.8172225041927547,0.8855543477197894,0.8650299670931575,0.40914587549824577,0.9982946680443294,0.9679583729897077,FALSE,FALSE,FALSE,FALSE
Asticcacaulis,-1.176173064394017,4.647228845372236,8.22316586659776e-5,-0.03701377678697819,0.4199916655388715,0.6135654577087948,0.008157941710996323,0.011547117378444162,-2.8004676304348197,7.5741370166536734,0.010079951730365418,-3.2054560089667468,0.00510286249350298,3.615227038349669e-14,0.9919574983345698,0.0013484865768611288,0.023189675109363542,7.393139293425073e-12,0.9982946680443294,0.04816549022824509,TRUE,TRUE,FALSE,TRUE
Blastocatella,0.6754426500994228,0.7220197376380885,-0.02325743969066888,0.013261063253174606,0.5197898676078153,0.755626879984943,0.010100789064400971,0.01432612849451023,1.29945328331996,0.9555241571772509,-2.3025369149264745,0.9256557525821608,0.19378841590157403,0.3393126949474455,0.021304912128133957,0.3546249095317973,0.3923735747710088,0.5256776220966106,0.12130000940525254,0.7651218374431811,FALSE,FALSE,FALSE,FALSE
Aridibacter,0.4613568018257407,-0.05629191006058018,-0.011019126615432638,0.012156125984123621,0.5011922495787556,0.729150417217087,0.00973873897499249,0.013808285778920525,0.9205186277591163,-0.0772020542420133,-1.131473658317363,0.8803501157747574,0.35730180322986155,0.9384628074774515,0.25785578440566165,0.37866967127407436,0.611449529376625,0.9689664702132782,0.5989344795847351,0.7983293585108063,FALSE,FALSE,FALSE,FALSE
Stenotrophobacter,0.8098558207923865,-0.8328304549152695,-0.0051173563079173635,0.0011249473162598762,0.38403828254014116,0.5623800974302301,0.007458016124462789,0.010545995434156023,2.108789299430682,-1.4809031449029755,-0.6861551681461366,0.1066705673526497,0.034962772658171194,0.13863238488048887,0.4926152651489642,0.9150503331985712,0.1150132721203731,0.2908276324611743,0.8433644029553733,0.9746239225995199,FALSE,FALSE,FALSE,FALSE
Enhygromyxa,1.598793756568172,-2.1996600733639755,-0.015838407174951698,0.018098035782063867,0.39400432405959,0.5765702542772413,0.007652028689334355,0.010823482120354453,4.057807640523172,-3.8150772729705866,-2.0698311281853634,1.6721084380071192,4.953554164140993e-5,1.361403252789037e-4,0.03846816126606823,0.09450294103118112,5.788581866096188e-4,0.0010836014480613825,0.16127899433279289,0.4392238963835577,TRUE,TRUE,FALSE,FALSE
Labilithrix,1.5066233864523868,-3.817723380296328,-0.01444041004603305,0.05100704420136369,0.536164633325985,0.7789406626314596,0.010419563347573933,0.014782057804469027,2.8100014301696183,-4.901173559740851,-1.385893973128473,3.450605110334695,0.004954127982991562,9.526584500006134e-7,0.16577928140948475,5.593313149176387e-4,0.022766722978017403,2.0507226634223733e-5,0.4512790154754531,0.03982724281864839,TRUE,TRUE,FALSE,TRUE
Minicystis,1.8753645575189566,-3.3192989384982656,-0.014689882732503145,0.026602519084932504,0.44739570985141497,0.6525727554468339,0.008691439850877208,0.012310242864083451,4.1917356743134295,-5.086481025744713,-1.6901552544277836,2.1610068443530395,2.768284158538253e-5,3.6476819477943714e-7,0.09099825625721635,0.03069481071571339,3.5382131901317047e-4,9.324386979049361e-6,0.30758914718348335,0.24119485501923102,TRUE,TRUE,FALSE,FALSE
Sorangium,-0.27884319165632304,0.31432249510039995,0.009339382394164038,-0.006970722790610748,0.38783212058736505,0.5677821973806123,0.007531871872803024,0.010651625839353916,-0.7189791068208065,0.5535969541674343,1.239981581190698,-0.6544280559364414,0.4721537930216413,0.5798547109923631,0.21498220687599395,0.5128360639233601,0.7026700787074688,0.7601300538329375,0.5385956090272467,0.8880505507309456,FALSE,FALSE,FALSE,FALSE
Polyangium,1.9581306791715876,-2.716601729861097,-0.015377285037155495,0.012711297530169648,0.365781637070513,0.5363786845297999,0.007102615184216849,0.010037734967055133,5.353277695550671,-5.064708587818928,-2.165017340560177,1.2663511810074104,8.63751351418316e-8,4.090255581746948e-7,0.030386357336312207,0.2053873807454767,2.5233878766435086e-6,9.840673723144128e-6,0.13964067584889542,0.6363896873098482,TRUE,TRUE,FALSE,FALSE
Chondromyces,-0.17213379979734184,0.8302404197008956,0.0014517057037039653,-0.005264980926015976,0.35420452167340116,0.5198838381074575,0.0068772519547994114,0.009715493624268469,-0.48597290340652405,1.5969729367299332,0.21108804988464425,-0.5419159467990907,0.6269863777528953,0.11027173997556716,0.8328185649531634,0.587876410630222,0.8191056441314122,0.253377200280938,0.9982946680443294,0.9086404299780905,FALSE,FALSE,FALSE,FALSE
Aggregicoccus,1.635706427939336,-2.116625593666461,-0.016275201469099703,0.01584871657925697,0.4642878171056689,0.6766170547444614,0.00902029306523063,0.012780640015049614,3.5230440422412803,-3.1282474759165635,-1.804287438490623,1.2400565668538195,4.26620460296151e-4,0.0017585204792424237,0.07118625797536769,0.21495447224267913,0.0032312549677986253,0.010136583582878535,0.2658969036861098,0.6560923816959385,TRUE,TRUE,FALSE,FALSE
Stigmatella,1.2063854398397789,-0.9675105404478499,-0.015400232067720267,0.008821074006566513,0.5272237052126902,0.7662106749333474,0.010245506909324605,0.014533114163655823,2.28818512504688,-1.262721301203502,-1.5031205585059204,0.6069637867860498,0.022126742586865637,0.20668935602824604,0.13280795826828945,0.5438749449320881,0.07869424102633082,0.3890793594624738,0.39940040390978226,0.8880505507309456,FALSE,FALSE,FALSE,FALSE
Archangium,2.8131550285267912,-2.431094892632837,-0.024311792828853183,-0.009409040540308536,0.41319756112214123,0.6038941350467862,0.008025675561372032,0.01135792485207048,6.8082566143105145,-4.025697140517004,-3.0292518857685984,-0.8284119381713752,9.878853963397436e-12,5.6806764936699985e-5,0.0024516018613771314,0.4074372479097292,1.0101128177573877e-9,5.808491714777574e-4,0.03133453629072646,0.8284852920578343,TRUE,TRUE,TRUE,FALSE
Cystobacter,1.2831070102171427,-1.2258026798872106,-0.020329158058038196,0.020972282678394575,0.44536291406064576,0.6496792875906603,0.0086518656269705,0.012253634963691879,2.8810369469659523,-1.8867812215979787,-2.3496849043362418,1.7115152149167554,0.00396369174142607,0.05918975786820398,0.01878930925827776,0.08698604491532741,0.019299403836229315,0.1637605854871657,0.10978324980908005,0.4245793658295192,TRUE,FALSE,FALSE,FALSE
Myxococcus,1.5559248152882361,-0.21350668471035564,-0.02217460799515196,-0.006396052636049123,0.4775252168572585,0.6954597562581306,0.009277996221940829,0.013149257873506862,3.2583092166907113,-0.3070007758020571,-2.39002123569666,-0.48641928674437945,0.0011207820922654957,0.7588427817135456,0.016847398642043567,0.6266699188437093,0.0071624980583841836,0.8730886936700237,0.10505867936473755,0.9354306452813032,TRUE,FALSE,FALSE,FALSE
Phaselicystis,-0.3302521097829587,-0.43977643071476047,0.016410956151111485,-0.004535015344533224,0.42205088368399407,0.6164966680030018,0.00819803019045021,0.011604460082500156,-0.7824935867927985,-0.713347619767864,2.0018169938222985,-0.39079934027884256,0.4339245528801299,0.47563067726262265,0.04530441756608973,0.6959455626530532,0.659758892669045,0.6506118628776343,0.185295067845307,0.9469644423407566,FALSE,FALSE,FALSE,FALSE
Aetherobacter,0.28220569246600286,-0.3347753431790034,0.0020209507399260875,-0.0019237384030368217,0.48591038320459534,0.707395942597124,0.00944123655548631,0.013382753091734059,0.5807772425130058,-0.4732503015919397,0.2140557254390275,-0.14374758241822685,0.5613905947999824,0.6360346143894221,0.8305036015055824,0.8856997960195971,0.7809821539904518,0.8075577667220691,0.9982946680443294,0.9679583729897077,FALSE,FALSE,FALSE,FALSE
Anaeromyxobacter,1.3469527060286002,-2.4580618033399513,-2.703800861732428e-4,0.0013719623440309348,0.45587331390713465,0.6646397529735166,0.00885648076646853,0.01254632080219471,2.9546645195884094,-3.6983370199313006,-0.030529066036808578,0.10935176659845486,0.0031300921416206897,2.1701662398069307e-4,0.9756451128349632,0.9129234889249762,0.015612288852717832,0.0015303413656569563,0.9982946680443294,0.9746239225995199,TRUE,TRUE,FALSE,FALSE
Pyxidicoccus,0.7115614479252618,-1.14921116706072,-0.0024064494510371414,0.005807020165392546,0.4003373190037913,0.5855865633948122,0.007775316494401331,0.010999821810349506,1.7774047388235696,-1.9624957929335252,-0.309498584754707,0.5279194759254046,0.07550167166271715,0.049704789938513426,0.7569422885579802,0.5975552264278101,0.20724955510101556,0.14316379637219712,0.9982946680443294,0.9159627072677397,FALSE,FALSE,FALSE,FALSE
Vulgatibacter,-0.21599604118931615,0.22126862539727918,0.008379951898905781,-0.005714529232503645,0.31214143859594073,0.4598685625926544,0.0060585420484741285,0.008545520801032871,-0.691981308732666,0.4811562333154659,1.3831631161190523,-0.6687163211647612,0.4889490670855078,0.6304054642102799,0.16661485635767867,0.503676454204757,0.7159752890817688,0.8032268998816339,0.4512790154754531,0.8879468524558002,FALSE,FALSE,FALSE,FALSE
Geobacter,3.8456313247292897,-4.705930528142629,-0.04797699446817228,0.04230522918639271,0.538136450364856,0.7817481872325562,0.010457949366085524,0.01483695865911004,7.146201157944152,-6.019752402371351,-4.587610131653408,2.851341043564671,8.921230012342376e-13,1.7468406840829758e-9,4.483489208148973e-6,0.004353524737328268,1.2162610250160107e-10,1.0206540568427673e-7,1.5439009301474068e-4,0.08479007702701245,TRUE,TRUE,TRUE,FALSE
Kofleria,0.7806895103829073,-0.8077355438587608,-0.008971711667154056,0.009771556397681307,0.5262783035756796,0.7648646553819113,0.010227102377774126,0.014506790876852914,1.4834157233514815,-1.0560502935717997,-0.8772486414775386,0.673584976900221,0.13796399246910948,0.2909452379166132,0.3803516013022915,0.5005752069306924,0.3272115390933933,0.4722087393170428,0.7684358766867322,0.8871448555021894,FALSE,FALSE,FALSE,FALSE
Haliangium,0.6232904946864457,-1.061748720701141,-0.0037664338770653717,0.010485048108903501,0.5106165859596224,0.7425670840125036,0.009922208065846583,0.014070705157892976,1.2206624536393988,-1.4298354230353454,-0.37959634106342555,0.7451686316532546,0.22221384925653234,0.15276425971865717,0.7042450772860915,0.4561697833812013,0.4348586810809652,0.3113830943397353,0.9790422703212145,0.8632844449638439,FALSE,FALSE,FALSE,FALSE
Racemicystis,1.5332202900314615,-1.503747279818188,-0.021270622795884372,0.018207028953610354,0.43017098482289323,0.6280550855500951,0.008356111044788225,0.011830580915753895,3.5642113116083536,-2.3942920205814424,-2.5455170092732353,1.5389801298231622,3.649518667028822e-4,0.016652484634834583,0.010911604771876053,0.12380914723765017,0.0028163266694618645,0.06425345486459759,0.07198139276931138,0.4777164266056502,TRUE,FALSE,FALSE,FALSE
Jahnella,0.7733530659152557,-0.3576767951741206,-0.025676886852070663,0.035629884911528534,0.6049557478671139,0.8769038124757446,0.011758722746434814,0.016697228513240334,1.2783630350515032,-0.40788600766177424,-2.1836459117003817,2.1338801755797525,0.20112145138140614,0.683357365876348,0.028988277121063836,0.03285259065880818,0.4016552530786267,0.8318248888197212,0.13663205135887121,0.24119485501923102,FALSE,FALSE,FALSE,FALSE
Sandaracinus,1.347041538901116,-2.653421738263878,-0.00925220855502628,0.023768067169421335,0.4781664776256441,0.6963725723081644,0.00929048014136702,0.013167114682841619,2.8170973958482155,-3.8103478565632884,-0.9958805588345933,1.8051082368405336,0.004845982790962178,1.3877139316790442e-4,0.31930818237182157,0.0710577463934223,0.02252280638072194,0.0010836014480613825,0.6837541706286651,0.3981180585604071,TRUE,TRUE,FALSE,FALSE
Vicinamibacter,0.37840858865103066,-0.48978882313362315,-4.346494423899892e-5,0.001477315123981351,0.4225792073052668,0.6172487105378701,0.008208315501632077,0.011619172255731235,0.8954737528713101,-0.7935031937236798,-0.005295233136489052,0.1271446099142437,0.3705338904480205,0.42748470930402693,0.9957750349788664,0.8988259443395528,0.6160311176527273,0.606645120522518,0.9982946680443294,0.9699731167147153,FALSE,FALSE,FALSE,FALSE
Luteitalea,0.9610360185573128,0.3685272879041659,-0.013504852449072057,-0.011522273820733519,0.586303207128594,0.8503379523416268,0.011395617092170088,0.01617796828582531,1.6391450820539835,0.43338920353881666,-1.185091806774661,-0.7122200771544978,0.10118304801001894,0.6647320426740151,0.2359811501706547,0.4763285062571306,0.2602758907930676,0.8238648650111279,0.5644227509929695,0.8697248172284215,FALSE,FALSE,FALSE,FALSE
Candidatus_Brocadia,0.5854589823735826,-1.556905798396699,0.006349945270492276,9.581076345016822e-4,0.4604483449051572,0.6711518848456035,0.00894554681884823,0.01267372222685171,1.2714976367092274,-2.3197518081244164,0.7098442833156905,0.07559796698650595,0.20355166766169433,0.020354307440606755,0.4778007046367141,0.9397389539473007,0.4041389906487038,0.07568101584734693,0.8433644029553733,0.9917728816408464,FALSE,FALSE,FALSE,FALSE
Chryseolinea,1.220855830219535,-0.9710331725506604,-0.010565804685447712,-0.0016748748117591365,0.3883657678151259,0.5685420401689317,0.007542260567872922,0.010666484214927281,3.1435721976420434,-1.7079355684271578,-1.4008803581321367,-0.1570221994436763,0.001668992388629059,0.08764829850283275,0.161249853311568,0.8752273524979343,0.0092845064662313,0.2172615399252036,0.4512790154754531,0.9679583729897077,TRUE,FALSE,FALSE,FALSE
Ohtaekwangia,1.750584493086145,-1.1792475880681956,-0.014346540771373595,-0.011376444086992038,0.513084503677558,0.7460805500574043,0.009970252356852548,0.014139423067404833,3.411883384781154,-1.5805901761913819,-1.438934568342518,-0.8045904017977789,6.451570688675322e-4,0.11397177346497343,0.15016906221191884,0.42105608271526035,0.004629284932751239,0.2561233810284293,0.435596783295566,0.8284852920578343,TRUE,FALSE,FALSE,FALSE
Chryseotalea,2.7296163057029803,-2.697466971470031,-0.04204197197855648,0.03585726918322097,0.4875965594168359,0.709796235055936,0.00947406256359079,0.013429706306730469,5.598104114942061,-3.80033992608802,-4.437586483767323,2.6699965259292857,2.1670860017992552e-8,1.4449773523678646e-4,9.097317454497893e-6,0.007585203175510033,8.863381747358953e-7,0.0010944365502193643,2.6577163134925986e-4,0.10764306187955379,TRUE,TRUE,TRUE,FALSE
Algoriphagus,2.116492628485864,-1.503448145217852,-0.038128541850390864,0.02917446564562537,0.3899168342313513,0.57075051971477,0.007572455752599486,0.010709670972332098,5.428061685662114,-2.6341599232694413,-5.0351620525880305,2.7241234320826617,5.6969351791617426e-8,0.00843457502803125,4.774447505801142e-7,0.006447240608530919,1.9417054068976274e-6,0.036381237680257514,2.698250153556432e-5,0.10198507113718565,TRUE,TRUE,TRUE,FALSE
Hymenobacter,-0.15376105650192928,0.1712647653066971,0.0026383222741640858,0.0045816583109811486,0.4540533128873027,0.6620491613510157,0.008821049230066819,0.012495638885927295,-0.33864097483216293,0.25868889397458694,0.2990939292313756,0.36666058877077945,0.73488021105966,0.7958752892819677,0.7648683781699454,0.7138722076633989,0.8612206484911202,0.8845461774900131,0.9982946680443294,0.9469644423407566,FALSE,FALSE,FALSE,FALSE
Rhodocytophaga,0.32570494303865233,0.25378334873721853,-0.011913529284798823,0.013400841543634492,0.4739026339526779,0.6903031469018397,0.00920747255712429,0.01304838160634571,0.6872824071941663,0.36764043431676,-1.2938978868398274,1.0270117741741531,0.491904782963269,0.7131413608963459,0.1957006945319222,0.30441491991392655,0.7159752890817688,0.8514333189527741,0.5002599003972261,0.7368576135275413,FALSE,FALSE,FALSE,FALSE
Adhaeribacter,1.4791702621808125,-2.015735483393235,3.429930515368022e-4,-0.014047167224131843,0.45317751127566375,0.6608025460784839,0.00880399923877403,0.012471250247706763,3.263997496294662,-3.0504354066968515,0.03895877796379325,-1.1263639927933338,0.0010985213618758037,0.002285098272178474,0.9689232540640149,0.2600114812554866,0.007131670428685773,0.012619933272383524,0.9982946680443294,0.6981859815305803,TRUE,TRUE,FALSE,FALSE
Fulvivirga,1.6245616091404727,-2.0438168890990998,-0.023506894868831882,0.029783663750876713,0.41180842614058405,0.601916674146348,0.00799863223323683,0.011319242600468864,3.9449450424452372,-3.3955146565721703,-2.938864318721062,2.6312417537232586,7.981828263461638e-5,6.849970628113847e-4,0.003294172488604631,0.008507349536121289,7.651366222578152e-4,0.004447044423648514,0.03479521016028191,0.10873456125855022,TRUE,TRUE,TRUE,FALSE
Cytophaga,2.3778981769462435,-2.36484808468794,-0.03868615011411014,0.036706246346389054,0.38091393585840716,0.5579310424838383,0.0073971938558335506,0.010459007820305472,6.242612708793497,-4.238602810411725,-5.229841324707422,3.509534267210921,4.3032148198570325e-10,2.2491517808480063e-5,1.6965559326869926e-7,4.488922120178928e-4,2.5143069447450377e-8,2.628294509619527e-4,1.3877827529379598e-5,0.03982724281864839,TRUE,TRUE,TRUE,TRUE
