Genus,lfc_(Intercept),lfc_CompartmentRoot,lfc_Distance,lfc_CompartmentRoot:Distance,se_(Intercept),se_CompartmentRoot,se_Distance,se_CompartmentRoot:Distance,W_(Intercept),W_CompartmentRoot,W_Distance,W_CompartmentRoot:Distance,p_(Intercept),p_CompartmentRoot,p_Distance,p_CompartmentRoot:Distance,q_(Intercept),q_CompartmentRoot,q_Distance,q_CompartmentRoot:Distance,diff_(Intercept),diff_CompartmentRoot,diff_Distance,diff_CompartmentRoot:Distance
Rhodoferax,-0.45310137037651205,1.2228185541574814,0.00786990528978259,-0.014998906879356698,0.22030382448084512,0.32958133097954845,0.008024701178017794,0.011576173287646601,-2.056711323302098,3.7102179013694228,0.9807100744562005,-1.295670555948107,0.03971400231510488,2.070809322382236e-4,0.3267357343808466,0.19508900961614004,0.06684373229167859,4.758207937383902e-4,0.6599369666045977,0.664622884138441,FALSE,TRUE,FALSE,FALSE
Uliginosibacterium,0.22868881570971036,0.10369266969199858,-0.008512925711217574,0.005817821916013028,0.12568854855716738,0.19358015958656602,0.0043576017863252905,0.006311569525325126,1.8194880785475456,0.535657527679787,-1.9535804620633805,0.9217710258389868,0.0688369999671531,0.5921952622206683,0.050750853094890754,0.356648023691202,0.10584335709235196,0.6528513807230548,0.2061483699048425,0.8106477096306577,FALSE,FALSE,FALSE,FALSE
Dechloromonas,0.3435878403034649,-0.3733639435772638,1.7324366235578622e-4,-0.0013340117629692912,0.1530335726927139,0.23291435211382663,0.0054166448146976045,0.007832026934835621,2.2451795005359863,-1.6030096049847484,0.03198357438643647,-0.17032778028837173,0.024756611548041315,0.10893253353648709,0.9744851499371068,0.864752364952449,0.044241536597094566,0.14799870027307674,0.9996192040310683,0.9614983139891066,TRUE,FALSE,FALSE,FALSE
Noviherbaspirillum,0.482003892864278,-1.299649034526062,0.0068783704524314334,0.013241762253289132,0.22683420474567276,0.3389742313342002,0.008277435777909462,0.011939056065704147,2.1249171543802325,-3.8340644048683368,0.830978413724235,1.1091129969082822,0.03359352630717597,1.2604311632223009e-4,0.40598582397743765,0.26738143877221016,0.0579736382263079,2.9798632702770003e-4,0.7513493303473846,0.7055419900505416,FALSE,TRUE,FALSE,FALSE
Duganella,-1.494142441685193,3.9950219719958815,-0.004783449409920155,-0.0167431190875477,0.19905803553124876,0.2990352754615373,0.007201864913354426,0.010394794729102005,-7.506064438431764,13.359701345702044,-0.6641959363956133,-1.6107214739577758,6.093143302418756e-14,1.0398049058974524e-40,0.5065649139630768,0.10724044310913537,6.389988745357106e-13,2.3626678139558777e-39,0.8632710408787433,0.5202769309230018,TRUE,TRUE,FALSE,FALSE
Azoarcus,0.719092158888065,-0.983864117340567,-0.004972957312232968,0.001951526664586555,0.1866854328530672,0.28125519707917235,0.0067222573985847665,0.009706254732067142,3.8518921797933436,-3.4981188883191114,-0.7397749025914899,0.20105866973995418,1.1720863140484087e-4,4.6855221531185364e-4,0.4594365899877101,0.8406526987906542,3.52487722386617e-4,0.0010358803030408009,0.8134613216665517,0.9614983139891066,TRUE,TRUE,FALSE,FALSE
Caballeronia,0.03658527821483361,0.04159922015428509,0.0031983779204279067,0.002108590194411907,0.1447355456719092,0.22099088344909945,0.005094748221405472,0.007369940542685387,0.2527732772553758,0.1882395305409356,0.627779387996053,0.2861068121512415,0.8004434188952255,0.8506888854537515,0.5301484706140973,0.774796314206354,0.8615298903372295,0.878615540784304,0.871791287447726,0.947292265026306,FALSE,FALSE,FALSE,FALSE
Basilea,0.831939930513419,-1.0825263258766105,-0.012339886281590206,0.011088340911254983,0.14331473083055876,0.21894867441800386,0.005039655609788581,0.007290852046753308,5.804985472826397,-4.944201323685181,-2.4485574485729344,1.5208566625889406,6.4371584892876075e-9,7.645666089329611e-7,0.014342955515222322,0.12829581139401908,3.510397096158175e-8,2.5016619444286488e-6,0.08888286069281712,0.5465936131266022,TRUE,TRUE,FALSE,FALSE
Nitrosomonas,0.9735370933153155,-0.8476727560472573,-0.03159960880185187,0.02719203090445627,0.1286895816908877,0.19790580357661133,0.004473448731730116,0.00647793271510298,7.565003169050242,-4.283213229364012,-7.0638137814604285,4.197640219550196,3.878551502616121e-14,1.8421347810226924e-5,1.6199380432458447e-12,2.6971066293804518e-5,4.287371796135118e-13,4.9304215005324275e-5,2.208515532291835e-10,0.003677055371388683,TRUE,TRUE,TRUE,TRUE
Janthinobacterium,0.011812370279145975,0.4401844840872767,1.7038297516620542e-4,-0.007036847080381835,0.15710300078894546,0.2387602405398381,0.005574555155135811,0.008058704568306777,0.07518869925988805,1.8436255680259717,0.030564407459352592,-0.8731982939362616,0.9400645755871185,0.06523772719326788,0.9756169276124876,0.38255500459940844,0.9564338592416207,0.09461783837605164,0.9996192040310683,0.8278571263553337,FALSE,FALSE,FALSE,FALSE
Lautropia,-0.191752987521793,0.26296010296178424,0.008724158970396629,0.0018271531817024163,0.21617568014379124,0.3236445963145787,0.007864892763820573,0.01134672143571208,-0.8870238659327763,0.8124965037457018,1.1092533912895521,0.16102917411471207,0.37506605148820793,0.41650679193730455,0.26732088568590673,0.8720704228615295,0.4446435219092088,0.4839524940407885,0.60449661451896,0.9614983139891066,FALSE,FALSE,FALSE,FALSE
Methylobacter,1.167248857993552,-1.5775656877939248,-0.014171301067001848,0.0061645865458886465,0.23163787172712696,0.34588467643694143,0.008463291514933762,0.012205918647021365,5.03911061386624,-4.56095859476889,-1.67444321656605,0.5050489622420188,4.6770013291750264e-7,5.0920622177117435e-6,0.09404352536590456,0.6135244470991688,2.1737426632188474e-6,1.4876096050315021e-5,0.3284888723102883,0.9394536664698028,TRUE,TRUE,FALSE,FALSE
Coxiella,0.117500890469962,-0.01668014956571068,0.003957098466995061,-0.004231916611107335,0.11536998999183742,0.17866853615453712,0.003961058293188484,0.005741899207104882,1.0184701452975364,-0.09335806921977238,0.9990003110531768,-0.7370238414967069,0.3084545817171851,0.9256191008968635,0.31779454060060336,0.4611078508978314,0.37846733099769403,0.9347610179427586,0.6528591890016043,0.8726768243057421,FALSE,FALSE,FALSE,FALSE
Acinetobacter,-0.536948742234112,1.0598231006050172,0.02623093850647462,-0.03769100755952768,0.2043192715560375,0.30659781040916745,0.007405715672184782,0.01068746096564727,-2.627988726393076,3.456721035256708,3.54198563212408,-3.5266568627177186,0.0085891362188856,5.467905734761005e-4,3.9712710465755237e-4,4.2084179033229937e-4,0.01697080537934401,0.0011832663732895508,0.0065553271833842415,0.021515536530738805,TRUE,TRUE,TRUE,TRUE
Pseudomonas,0.02723861487938937,-0.10621935810612972,0.006067070383006285,0.0036198992567978605,0.21588004554831589,0.3232194685973144,0.007853446864321285,0.01133028764544679,0.12617476900287722,-0.3286292084047201,0.7725359944267753,0.31948873409692824,0.8995935831468113,0.7424359680852326,0.43979703680829757,0.7493559330109677,0.9291256957248631,0.7907716430907816,0.8032413343265837,0.9458327792878952,FALSE,FALSE,FALSE,FALSE
Povalibacter,1.945289826976091,-3.709481597859837,-0.006779075565180411,0.014335744269987651,0.16870263035027588,0.25542178519347286,0.0060246902846862824,0.008704867098607823,11.530880241387473,-14.522964809168636,-1.125215611898199,1.6468653808948306,9.21961909734846e-31,8.667862527662858e-48,0.26049767910292376,0.09958571903155265,3.142353509012934e-29,3.474428442169596e-46,0.60449661451896,0.5155766972646207,TRUE,TRUE,FALSE,FALSE
Steroidobacter,0.9002516496822093,-1.8542128791191728,0.0011959342348393327,0.011266136033456046,0.16773951973455234,0.2540383973666125,0.005987318256855451,0.00865121961720751,5.366962127391665,-7.2989473179650375,0.19974455733499613,1.3022598583727312,8.007386224305407e-8,2.900278423099132e-13,0.8416803641986488,0.19282756894485437,3.8081639136522227e-7,1.7704684702202164e-12,0.9995885239751118,0.664622884138441,TRUE,TRUE,FALSE,FALSE
Cellvibrio,-0.1481505887888172,0.5642950779278997,0.014339779661900613,-0.026907443649335488,0.2002260183764155,0.3007140420177316,0.007247124256651494,0.010459772461084321,-0.739916770008886,1.876517219287771,1.9786854970424161,-2.5724693103454093,0.45935049805955636,0.060584292493141394,0.04785142683779625,0.010097590797092043,0.5307185132947981,0.08914073876852222,0.20089705275638367,0.1508994135336351,FALSE,FALSE,FALSE,FALSE
Paracoccus,-0.5495252703126671,0.5942826962396678,0.021549273302456196,-0.006442514006365123,0.2081950567377449,0.31216963579448004,0.00755584951789868,0.01090301084321075,-2.6394731888609746,1.9037171720023394,2.851998739706129,-0.5908931119129212,0.00830349909607387,0.056947028773918384,0.0043445272871466805,0.5545920415107705,0.01648607344803016,0.0843888940888863,0.03553823320885985,0.9244763054316048,TRUE,FALSE,TRUE,FALSE
Amaricoccus,0.8892635191931084,-1.2356177174854597,-0.004265896613564538,-0.003867877985444334,0.19252670653069012,0.28964867683752565,0.006948724599028439,0.01003137364249407,4.618909943547772,-4.265918736368204,-0.6139107332244812,-0.38557809959939593,3.857612259908027e-6,1.990812396382767e-5,0.5392743171742658,0.699809155319465,1.4608920502799843e-5,5.246717784512841e-5,0.871791287447726,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
Albimonas,0.45939545144079913,-0.6036392771862858,8.61338848657972e-4,-0.0031162712355819037,0.19263276946581312,0.28980109330338033,0.006952836058552299,0.010037276177947304,2.3848250363359327,-2.0829434088930845,0.1238830948125818,-0.31046981076684926,0.017087245844624323,0.037256382209589135,0.9014078382154451,0.756203713513794,0.03235501643727476,0.05750135971215833,0.9995885239751118,0.9458327792878952,TRUE,FALSE,FALSE,FALSE
Rhodobacter,-1.1379333186515213,2.4072024668506256,7.13829995677066e-4,0.00967227474686941,0.19202569120930113,0.28892870465671294,0.006929302768680378,0.010003491113807184,-5.925943093787459,8.331475647982824,0.10301613589515707,0.9668899224111254,3.105101105710562e-9,7.984086160777787e-17,0.9179501644958435,0.3335990650033137,1.763869933660583e-8,6.803106749496073e-16,0.9995885239751118,0.7796686719220304,TRUE,TRUE,FALSE,FALSE
Cypionkella,-0.14650820087346253,0.7783282073241405,-0.0056875027674641275,0.0044160681815552105,0.17200767566526728,0.26016914809425085,0.0061529303533232405,0.00888895655169091,-0.851753855209185,2.9916237687113365,-0.9243567602536356,0.496803888721355,0.394350722723647,0.0027749802482640827,0.35530059957909155,0.6193273526935987,0.4648110824033765,0.005404604388285761,0.6880856872619632,0.9416538559542077,FALSE,TRUE,FALSE,FALSE
Hyphomicrobium,1.1845144965670718,-2.244692922235264,0.004873648692791047,-0.004881819185160842,0.132923715374309,0.20400325618352774,0.004637143644009346,0.006712979845109408,8.911235239185997,-11.003221047686942,1.0510023124013506,-0.7272208911393325,5.046711089258642e-19,3.687212850511203e-28,0.2932575277967867,0.46709065042688586,7.117602881057878e-18,4.712718924559631e-27,0.6345433030420548,0.8726768243057421,TRUE,TRUE,FALSE,FALSE
Anderseniella,0.4857531110304178,-0.5534875721421488,0.003429715307890817,-0.012974209471839226,0.1614608576809039,0.24501994045954995,0.005743669403176975,0.008301464657436558,3.0084883606305044,-2.258949092486305,0.597129651298132,-1.5628819741124553,0.0026255085885630107,0.023886551722309548,0.5504208226715628,0.11808035827139828,0.005535221715063255,0.038613428905169826,0.8787913448121264,0.5366096281444654,TRUE,TRUE,FALSE,FALSE
Aureimonas,-0.15536727032391395,0.5113829122277621,0.003838730131183146,-0.0024625892369695562,0.1462257869781783,0.22313264244665648,0.005152542107260454,0.007452905901963213,-1.0625162191611242,2.2918337120935437,0.7450167414981406,-0.33042000923705095,0.2880013988848672,0.021915240536248836,0.45626159920791076,0.7410826245726929,0.3580321341760203,0.03595210970528614,0.8113521481566761,0.9458327792878952,FALSE,TRUE,FALSE,FALSE
Oceanicella,-0.44245897412344315,0.2563538694604153,0.024670100832120484,-0.0076499429087130465,0.1867979315309865,0.2814168376738658,0.006726619612863792,0.009712517099187197,-2.3686502869548476,0.9109400545446537,3.667533211621198,-0.7876375228573076,0.01785312545607058,0.3623269595612254,2.4490174874436453e-4,0.43090875986339217,0.033495083997857195,0.43204584973918714,0.005008240761822254,0.86818562947846,TRUE,FALSE,TRUE,FALSE
Aminobacter,0.015413146372932719,0.3882640938049497,-0.0012138563589011845,-0.002245704564027638,0.11368129827763387,0.17621997192606018,0.0038965476197995214,0.005649177390888875,0.1355820755608415,2.2032922236978947,-0.31152098661215333,-0.39752771220276467,0.892151676221563,0.027574158717131616,0.7554045910494673,0.690978355145097,0.9238534153584596,0.04337627275118012,0.9685281433831728,0.9458327792878952,FALSE,TRUE,FALSE,FALSE
Phyllobacterium,-0.08853906183397071,0.902175641231818,-0.003868043054616963,-0.010039278946601018,0.17464739292219628,0.263960959746854,0.006255345437428643,0.009035975398516832,-0.5069589665928423,3.4178374032926304,-0.6183580256771531,-1.1110343381688343,0.6121836100959368,6.312080344249731e-4,0.5363393601146054,0.2665535691310841,0.6859810863814744,0.0013446046149990314,0.871791287447726,0.7055419900505416,FALSE,TRUE,FALSE,FALSE
Phenylobacterium,-1.131787810350415,2.0470925250983676,0.01538055332592044,-0.004963190942348289,0.16607989399667972,0.2516545671435872,0.005922917224298952,0.008558772329857894,-6.814719007305254,8.134533572483717,2.596786810192323,-0.5798951942013739,9.444818892328422e-12,4.1352736941651643e-16,0.009410030850679417,0.5619852967717578,7.288548918796839e-11,3.191182907384061e-15,0.06309348553980133,0.9244763054316048,TRUE,TRUE,FALSE,FALSE
Pararhizobium,-1.2317988291961945,2.1896028499232254,0.018983188371512694,-0.009511955358720677,0.15503798751058157,0.23579385041010362,0.005494422050724362,0.007943675009389617,-7.945142019546161,9.28608971826435,3.454992753789278,-1.1974250391005818,1.939684275684824e-15,1.6006079901224405e-20,5.503076123054609e-4,0.2311409289688935,2.333326084573803e-14,1.5586873046668525e-19,0.008656762055112826,0.664622884138441,TRUE,TRUE,TRUE,FALSE
Rhizobium,-1.7186557214512197,3.5961203975904104,0.011115069430810818,-0.011198335856670837,0.14738986632967727,0.2248054927540924,0.005197692648709179,0.007517720662686971,-11.660609811579459,15.99658599767441,2.138462233539567,-1.4895919067932417,2.025862324299585e-31,1.3497661821171276e-57,0.032479246165014214,0.13633157130654633,9.206418784872557e-30,1.1041087369718103e-55,0.1542507869266687,0.5673650961871661,TRUE,TRUE,FALSE,FALSE
Aurantimonas,-0.14100999215157187,0.36878501581368844,0.0033938195432406735,0.003431540228817218,0.1351036153078571,0.20714044039389345,0.004721508539839961,0.006834108097049149,-1.043717385580364,1.780362227252271,0.7187998315800377,0.5021196884929137,0.2966161637644847,0.07501669930428999,0.47226426146448286,0.6155833315743451,0.36762427569598255,0.10690533106430176,0.8254533458930491,0.9394536664698028,FALSE,FALSE,FALSE,FALSE
Allorhizobium,-0.1699322602738199,0.4476228787341207,-6.171369291798825e-4,0.010779020780661477,0.15785792338521035,0.23984465351392284,0.005603850795028392,0.008100757863295421,-1.0764886337643336,1.8663033433352578,-0.11012729491787901,1.3306188090748001,0.2817087815313516,0.06199893730967279,0.9123084215959695,0.18331447032910642,0.35235135060037553,0.09071171933972573,0.9995885239751118,0.658408443359597,FALSE,FALSE,FALSE,FALSE
Pseudochrobactrum,-0.3400107804530001,0.5837169821818808,0.002110107936511171,0.014676518451932241,0.1528878977601968,0.2327050714884922,0.0054109924121408925,0.007823912976434496,-2.2239221379464826,2.5083981988366206,0.3899668999307086,1.8758539999278732,0.02615368332381644,0.012127990902039332,0.6965610231099384,0.060675330608391885,0.04630673800623777,0.021018424910737656,0.948461394436235,0.4225165895331452,TRUE,TRUE,FALSE,FALSE
Neorhizobium,-0.3655140296627343,0.5581736031923227,0.011217546867098463,-4.828617933796433e-4,0.24298416338630927,0.3622109391839032,0.0089021135710515,0.012836024956412584,-1.5042709967958712,1.5410180720934123,1.260099276151278,-0.03761770446998209,0.13251160373313697,0.12331238766294227,0.20763355137268702,0.9699924917866597,0.1845839657944787,0.16481949854295225,0.5209946166345337,0.9943030805532428,FALSE,FALSE,FALSE,FALSE
Agrobacterium,-1.3873485721485137,2.798325211329891,0.008868916427475941,-0.0015531539033009922,0.24304506561452474,0.3622985857350998,0.008904468361798269,0.01283940628218358,-5.708194768902988,7.723809370252219,0.9960074051725702,-0.12096773551407936,1.1418071710044207e-8,1.1290365490544174e-14,0.3192465471890486,0.9037165908140663,6.064923804426079e-8,7.826710992597572e-14,0.6528591890016043,0.965353159845825,TRUE,TRUE,FALSE,FALSE
Shinella,-0.7091730405224475,1.568132730938635,-0.0019322819412663354,0.01308931594027391,0.19746039326553916,0.29673904107082605,0.0071399517341855364,0.010305908044328033,-3.5914698071565754,5.284551453963724,-0.2706295523000133,1.2700788600066886,3.288182754905598e-4,1.260131283401756e-7,0.7866759642703165,0.2040565410164042,8.620940684335831e-4,4.6431864406425065e-7,0.9872668045451263,0.664622884138441,TRUE,TRUE,FALSE,FALSE
Bosea,-0.5943249885344646,1.3189743920431964,0.001971848727195097,0.0056570628098444806,0.14520416985999646,0.2216644102673986,0.005112921243535756,0.007396028718244442,-4.093029760147407,5.950320985006519,0.38565990620099944,0.7648784267007644,4.2577304956589104e-5,2.6761713130478033e-9,0.6997485601254062,0.4443439412736488,1.4273866989545036e-4,1.1897326815614692e-8,0.948461394436235,0.8726768243057421,TRUE,TRUE,FALSE,FALSE
Methylobacterium,-1.4904540233715984,3.11479099089659,0.012309167917944744,-0.013163521124911445,0.19404822976425123,0.29183520538225927,0.007007703287118803,0.01011604549422341,-7.680843186162264,10.673115969050727,1.7565195633454997,-1.3012516731392958,1.5804484868109058e-14,1.3598808941098706e-26,0.07899973398748716,0.19317232319162686,1.7955650864046124e-13,1.5891179591169629e-25,0.28096427131201956,0.664622884138441,TRUE,TRUE,FALSE,FALSE
Chelatococcus,0.19811668109998046,-0.0382174067513193,-0.0020383217045894363,0.001632610770778175,0.11840055373380469,0.18305596807999605,0.004077154654521783,0.0059087261986173105,1.6732749539786647,-0.2087744374147811,-0.4999373036607352,0.27630503020434743,0.09427318068844072,0.8346243275852405,0.6171192245582472,0.782313792708757,0.13869687374666279,0.8708197703631718,0.9058220162480508,0.9494550184506874,FALSE,FALSE,FALSE,FALSE
Microvirga,0.9448307394760268,-1.6183361242058403,-3.703158415830426e-4,3.3573332799475687e-6,0.13826223576759156,0.2116842064923929,0.004843833487570541,0.00700972886197927,6.833613923792006,-7.645048967146243,-0.07645098505827812,4.7895337267005086e-4,8.280168209653934e-12,2.0886582874576322e-14,0.9390603080467468,0.9996178505132127,6.512670764900882e-11,1.4237687326169525e-13,0.9996192040310683,0.9996178505132127,TRUE,TRUE,FALSE,FALSE
Methylorubrum,-0.07610887939867991,0.31767594015992534,-5.134046258878184e-4,0.007764277175847585,0.1303997211739479,0.20036922387919917,0.004539533334816005,0.006572826156565982,-0.5836582986029071,1.5854527656974373,-0.11309634449652689,1.1812692121929,0.559450228873135,0.11286350067487286,0.9099541730685913,0.2374957938766997,0.6373680880476663,0.152347101571033,0.9995885239751118,0.664622884138441,FALSE,FALSE,FALSE,FALSE
Pedomicrobium,1.7752415989504462,-2.927796362585431,-0.010863804083454451,0.003664075362485357,0.16374692769887464,0.2483035839118136,0.005832384461899051,0.008428813624216387,10.841373477339731,-11.791196552463996,-1.8626694029558448,0.434708314341925,2.1915581027580173e-27,4.3334012788591043e-32,0.06250879320854744,0.6637741626056637,5.272630964870759e-26,6.816773550205283e-31,0.234748783833068,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
Blastochloris,1.101234754615235,-1.727870663418901,-0.005382295003876602,8.459099851306579e-4,0.17120743471752065,0.2590196692730393,0.006121881073236404,0.008844384947627603,6.4321666663144,-6.670808700622299,-0.8791897358814892,0.09564373216902582,1.2579769025115012e-10,2.5439765206695027e-11,0.37929840874745474,0.9238035311388132,8.720551747918712e-10,1.2845511073504034e-10,0.7116194916408669,0.9738403471638507,TRUE,TRUE,FALSE,FALSE
Devosia,-1.2016423828104537,2.6772566550708654,0.00751885571324793,-0.01034899043610647,0.12994052627138145,0.19970786280097624,0.004521784341264491,0.00654734019753487,-9.247633646648602,13.405865034662911,1.6628072340011966,-1.5806404011208939,2.2951748826277147e-20,5.586804947663988e-41,0.0963510281281475,0.11396028265240012,3.6104866422874433e-19,1.3441195432909241e-39,0.3284888723102883,0.5331731893817516,TRUE,TRUE,FALSE,FALSE
Mesorhizobium,0.5888226230113897,-0.5853881722127919,-0.004764153865944748,-0.004203828685089599,0.12498419696447913,0.19256434753416116,0.004330437894190058,0.006272557535340023,4.711176591219246,-3.0399613412807027,-1.100155222716988,-0.670193722641034,2.462907024456351e-6,0.0023660851724399026,0.2712644964529122,0.5027343050048724,9.779892941773278e-6,0.004630281509702967,0.6062687379739949,0.8907420085391491,TRUE,TRUE,FALSE,FALSE
Pseudorhodoplanes,1.5347501779424773,-2.860053118344932,-0.00425138902947017,0.009045908354571692,0.13228194263160287,0.20307941461018575,0.004612316578744172,0.006677332814833855,11.602113995382293,-14.083422112649135,-0.9217470130005094,1.3547188084553745,4.020229027465449e-31,4.802662768482631e-45,0.3566605518326068,0.17550716306983768,1.542883038561171e-29,1.5109915940841508e-43,0.6880856872619632,0.6409145508532466,TRUE,TRUE,FALSE,FALSE
Bauldia,0.9755989243242655,-1.843538479771922,0.005954350017785103,-0.005781430656818245,0.15521181823073865,0.2360435638715401,0.005501167425405792,0.00795335787739148,6.285596905217201,-7.81016202913804,1.0823793492062064,-0.7269169507954322,3.265963626782088e-10,5.711451352640907e-15,0.2790840005085266,0.4672768325744683,2.189801841563728e-9,4.0275579366036736e-14,0.6203551967825401,0.8726768243057421,TRUE,TRUE,FALSE,FALSE
Rhodomicrobium,0.26566065617347473,-0.07093709977496729,-0.006923145602528331,0.006910814571577849,0.15838534538287014,0.24060226320952346,0.005624318184846655,0.008130138379370636,1.6773057856538711,-0.2948313903148666,-1.2309306435011178,0.8500242245708028,0.09348270178912604,0.7681226857205391,0.21834880543719826,0.3953116182549331,0.1385305254773643,0.8160056583368844,0.5379798880952655,0.8465049835930244,FALSE,FALSE,FALSE,FALSE
Caulobacter,-1.6710138174267126,3.654475828395537,0.003051888144927334,-0.0016342279692821721,0.17312339938387902,0.2617718091800439,0.006196219029552724,0.008951098135702612,-9.652154609796293,13.960540059078811,0.4925403912242972,-0.18257290273288845,4.813359689857847e-22,2.713696887489195e-44,0.6223373754662647,0.8551331474308459,8.55940918761678e-21,6.936887668644254e-43,0.9058220162480508,0.9614983139891066,TRUE,TRUE,FALSE,FALSE
Brevundimonas,-1.1917259176282387,2.8938713039133064,0.0010351652199452898,-0.007561915486076318,0.17824724083661717,0.26913218954068163,0.006394995587961368,0.00923644805620555,-6.685802888363271,10.75260194201286,0.16187113903471598,-0.8187038394045653,2.2966197863663395e-11,5.761307746548829e-27,0.8714073307627466,0.4129554055696322,1.6773526653997017e-10,6.930514318642562e-26,0.9995885239751118,0.8545660007368031,TRUE,TRUE,FALSE,FALSE
Rhodopseudomonas,-0.36576150675569663,1.470526708270991,-0.0010467504235270415,-0.015657071065039,0.21843027629953246,0.32688686818161994,0.007952176756127086,0.011472042707218065,-1.6745000416248594,4.498579941284026,-0.1316306786969403,-1.3648023690835607,0.09403236623102794,6.840887290592778e-6,0.8952764185635618,0.1723151740113783,0.13869687374666279,1.929602001277549e-5,0.9995885239751118,0.6349270826185021,FALSE,TRUE,FALSE,FALSE
Bradyrhizobium,0.48593134381213093,-0.5394283097189362,0.0015531452154958186,-0.009776856169212754,0.12683739233426788,0.1952365303219802,0.004401929866907939,0.006375229647838108,3.8311363460666636,-2.762947635001102,0.35283279435499026,-1.5335692530743836,1.2755279325452564e-4,0.005728195557700538,0.7242137965888243,0.12513565730409504,3.807962951905181e-4,0.01055329722116901,0.9591000911448186,0.5444732323124987,TRUE,TRUE,FALSE,FALSE
Labrys,-0.6461958289068062,1.4952131693822865,0.010288015493536497,-0.014389407908828936,0.19689617148082098,0.29592813002867996,0.007118085289399302,0.01027451527167757,-3.281911598620139,5.05262263927859,1.4453346757249528,-1.4004950626229888,0.0010310592392081877,4.357843601935726e-7,0.14836390240260033,0.16136512089274307,0.002466100753427771,1.4490715717005788e-6,0.4278508540931321,0.6168068639731955,TRUE,TRUE,FALSE,FALSE
Methylopila,-0.5410933995847181,1.5495316848684553,-9.015599926100781e-4,-0.0034876817546529546,0.16710280517863663,0.2531238404168392,0.005962611086833955,0.00861575258555259,-3.238086871170578,6.12163469990309,-0.1512022131714767,-0.4048029141994291,0.0012033416212776163,9.262017208472693e-10,0.8798162045099609,0.685622386513139,0.0028285443856468106,4.162818723368496e-9,0.9995885239751118,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
Hansschlegelia,-0.3577949725839044,1.0840420437401608,-7.103310543917972e-4,-1.7535810045130783e-5,0.15542308089638793,0.23634704799976414,0.005509365361102354,0.007965125868454407,-2.3020710342399324,4.586653621928219,-0.12893155705499787,-0.0022015735011270475,0.021331166603232067,4.504070164909006e-6,0.8974118061433416,0.9982433999129965,0.03860374841027396,1.3349019546723066e-5,0.9995885239751118,0.9996178505132127,TRUE,TRUE,FALSE,FALSE
Alsobacter,-0.029625104650700063,-0.542777828438425,0.019387987171595504,8.394154994076961e-4,0.1648088406102974,0.24982887515039126,0.005873593273226076,0.008487968316354604,-0.17975434170276577,-2.1725984560899345,3.3008732933505684,0.09889474938193532,0.8573454296917581,0.02981055219788905,9.638440002040666e-4,0.9212218378568346,0.9059763785469267,0.04671462011086828,0.012716522454305266,0.9738403471638507,FALSE,TRUE,TRUE,FALSE
Phreatobacter,-0.29832297741021263,0.6951024422946235,-9.015599926100536e-4,0.012122335582475293,0.1429907484136695,0.2184829638725025,0.005027094410777325,0.0072728196084187345,-2.086309643944026,3.1814949320270856,-0.17934017524660892,1.666799980635151,0.036950583659250406,0.0014651708634926181,0.8576706029011886,0.09555418410781256,0.06265148833876566,0.002937523937100396,0.9995885239751118,0.5101070570784694,FALSE,TRUE,FALSE,FALSE
Variibacter,-0.5884365728697213,2.1235141068163697,-1.6821165440824207e-4,-0.02600265126633001,0.16721208606037416,0.2532808078906885,0.005966851662541825,0.008621839909234222,-3.519103114695061,8.384030849004716,-0.028191023327130176,-3.0159051362668508,4.330083747790447e-4,5.1145380076184423e-17,0.9775097967276032,0.0025621340476968883,0.0011000026415194364,4.450736266204134e-16,0.9996192040310683,0.08060867888523286,TRUE,TRUE,FALSE,FALSE
Ancylobacter,-0.019883323442160632,0.39882145417794657,0.0014308962935933763,-0.0049034894025267945,0.11229547347591765,0.17420818498047896,0.003843720689190585,0.00557323482370713,-0.17706255494282871,2.2893382088943572,0.372268541160491,-0.8798282429566024,0.8594592539760576,0.022059709311936765,0.7096929186338212,0.3789523621749826,0.9059763785469267,0.03595210970528614,0.9556801551365322,0.8278571263553337,FALSE,TRUE,FALSE,FALSE
Rhodoplanes,1.9780397024819067,-3.7281804466336217,-0.003098512793507438,0.004661703665075699,0.1585931206427315,0.2409007179573843,0.005632381242782315,0.008141712732303843,12.472418062432284,-15.476003883446884,-0.5501248335201148,0.5725703937673304,1.0557304806723223e-35,5.0381167035054544e-54,0.5822337547389289,0.5669356104688497,8.635875331899597e-34,2.9436996167624726e-52,0.9021336897050348,0.9244763054316048,TRUE,TRUE,FALSE,FALSE
Pseudolabrys,1.0852035553477157,-2.177275165400213,0.007397613010540221,-0.0039774640246315225,0.1813593948673289,0.27360311327754083,0.006515709972924154,0.009409739937877614,5.98371844007079,-7.957786515358845,1.1353502597998975,-0.42269648798908754,2.181002014713471e-9,1.7514420535661737e-15,0.25622859155224753,0.6725167182952074,1.2927968464026226e-8,1.2567364910676579e-14,0.59884282254211,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
