Genus,lfc_(Intercept),lfc_CompartmentRoot,lfc_Mean_ISC,lfc_CompartmentRoot:Mean_ISC,se_(Intercept),se_CompartmentRoot,se_Mean_ISC,se_CompartmentRoot:Mean_ISC,W_(Intercept),W_CompartmentRoot,W_Mean_ISC,W_CompartmentRoot:Mean_ISC,p_(Intercept),p_CompartmentRoot,p_Mean_ISC,p_CompartmentRoot:Mean_ISC,q_(Intercept),q_CompartmentRoot,q_Mean_ISC,q_CompartmentRoot:Mean_ISC,diff_(Intercept),diff_CompartmentRoot,diff_Mean_ISC,diff_CompartmentRoot:Mean_ISC
Pseudolabrys,1.2561660984809195,-2.067190586756491,5.031522483419212e-4,-0.0038908558312627643,0.1618166032655067,0.26678365418663136,0.003515208491258632,0.005072881122528922,7.762899931966917,-7.748565379910292,0.14313581956607244,-0.7669913284550028,8.300910726181083e-15,9.293651676411982e-15,0.8861829162670645,0.44308667128605544,6.287171272237154e-14,5.939224274457033e-14,0.9890336442413279,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Skermanella,0.6465804039229218,-0.5409264512340245,-0.0036408259467904337,-0.0027204850688320008,0.13614369695506123,0.23046240229082093,0.002933180368949265,0.00423537050820461,4.749249641254764,-2.3471353498755447,-1.241255391360288,-0.6423251669628367,2.0417278210522923e-6,0.01891838104157487,0.2145114181676467,0.5206620768608974,6.6805334304831e-6,0.03145373108131757,0.5337944887540927,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Dongia,-0.575462265858531,1.5552781678869017,0.0020126339528760777,-0.0027821752054003356,0.17546925943849812,0.28611000610155024,0.003824609983712416,0.0055181079083969084,-3.2795617175339493,5.43594468812419,0.5262324685254531,-0.5041900686948687,0.001039684665510905,5.450686296230142e-8,0.5987266974130565,0.6141278186542628,0.0024024351875364977,2.083486630988905e-7,0.935435904605907,0.8691289890297352,TRUE,TRUE,FALSE,FALSE
Stella,0.40455722083432777,-0.5848608726902789,0.003470520216607426,-0.0025277942692146413,0.14980651950910884,0.2497938807252291,0.0032429442510508773,0.0046811039040233465,2.7005314732629446,-2.3413738999219933,1.0701757254947575,-0.5399996071529273,0.006922878653894893,0.01921291504028537,0.284540218611071,0.5891973033529099,0.013744938686616559,0.03168581553014805,0.6574968893329267,0.860755890009464,TRUE,TRUE,FALSE,FALSE
Inquilinus,-0.2387583677471224,0.8824450185143952,4.229010480636242e-4,-1.103381307501859e-4,0.13652284867755887,0.23099918306323647,0.0029417757997219547,0.0042477389181177294,-1.7488528115247908,3.820121815204966,0.14375706269104369,-0.02597573270795072,0.08031646521176235,1.3338578078034305e-4,0.8856923096096021,0.9792766944123302,0.12396012932683322,3.117416247952018e-4,0.9890336442413279,0.9892616610483901,FALSE,TRUE,FALSE,FALSE
Geminicoccus,0.22929832984607693,0.23124677706926905,-0.004479755900246533,0.0013975163590205916,0.16577593428377663,0.27238651535870456,0.00360494874594871,0.0052020154799527615,1.383182250407723,0.8489655839414122,-1.2426684027840738,0.268649019674444,0.16660899074315083,0.3959004431085618,0.21399005206717947,0.7881997862433876,0.23994041272517144,0.4497868923094494,0.5337944887540927,0.919318867217935,FALSE,FALSE,FALSE,FALSE
Acidisoma,0.23685541020220469,-0.2133405473728493,0.001626402053290887,5.50548055981103e-4,0.1186303455630079,0.2056080416197348,0.002536386877704817,0.003664381515869228,1.996583665655801,-1.0376079928207065,0.6412279087181773,0.1502431047632079,0.045870428730617904,0.2994525952520469,0.5213746196021456,0.8805728191497549,0.07657553204417437,0.3602238572296682,0.8900353885179895,0.961226311790329,FALSE,FALSE,FALSE,FALSE
Roseomonas,0.4707325338982987,0.25007721875833827,-0.009669998736604927,-0.0020143863671236205,0.17178212982937655,0.2808887017458553,0.0037410631542063033,0.005397883276812174,2.7402881450233276,0.8903071472935395,-2.58482638170178,-0.37318079399324394,0.006138534188473219,0.37330098440213866,0.00974280437115093,0.7090138895505572,0.012310528069586463,0.4300847961140133,0.07379272199630983,0.9043437621973758,TRUE,FALSE,FALSE,FALSE
Dankookia,0.01483172466243187,0.32227437272385645,0.001261416673968906,-8.156139064793439e-4,0.11164816847969318,0.19563398440971858,0.0023784903302307477,0.003437138198307883,0.13284342111827385,1.6473332774785867,0.5303434106652561,-0.23729447564281064,0.8943172135731225,0.09948956149430284,0.5958738536754046,0.8124283475307603,0.9299624910397724,0.13840554643255057,0.935435904605907,0.9255799279667993,FALSE,FALSE,FALSE,FALSE
Defluviicoccus,1.391159665238372,-2.06417282881134,-0.006161807827232973,0.0021120710554873284,0.19114593754871345,0.3083281856320951,0.004179720222405076,0.0060291257765586435,7.277997550347287,-6.694726350040417,-1.4742153779104796,0.3503113276719323,3.3881148496354814e-13,2.16075591111359e-11,0.14042361070273146,0.7261050649743812,2.2717032352473965e-12,1.0910483551178498e-10,0.43166161072405607,0.9064359121094399,TRUE,TRUE,FALSE,FALSE
Arboricoccus,0.34712065591486985,-0.1842841967623005,-0.0018606659563176978,7.2326530211915e-4,0.13558706625520545,0.22967430158786037,0.0029205616382205783,0.004217212748335633,2.560131032420972,-0.8023718608840694,-0.6370918291768541,0.17150315748348105,0.010463270393005288,0.42233788528411725,0.5240650304814864,0.8638281479133129,0.020218559955337265,0.4771718096165855,0.8900353885179895,0.961226311790329,TRUE,FALSE,FALSE,FALSE
Sphingomonas,-0.1434171156231932,0.8362935081760867,-0.002607017944834462,0.0020062959997323936,0.1147420958287379,0.20006106910235283,0.0024484213826480826,0.0035377859008534893,-1.2499084541496885,4.180191138278044,-1.064775027415767,0.5671049792041897,0.21133299077879375,2.9126417212657538e-5,0.28697774852532254,0.5706428601987494,0.29304533309023073,7.685615896759311e-5,0.6579977909947449,0.8543394338513872,FALSE,TRUE,FALSE,FALSE
Rhizorhabdus,-0.15037536858649445,1.4931824153394417,-0.0010775886882109134,-0.01858750230374577,0.1596218046761578,0.2636783138277954,0.003465458316648975,0.005001292076424964,-0.9420728508337404,5.662894280773573,-0.3109512767860728,-3.716540049992948,0.34615534315608043,1.4884086739033893e-8,0.7558376621090624,2.0196963804343135e-4,0.43584619381339446,6.211828037004961e-8,0.9710243414783,0.02753519398658781,FALSE,TRUE,FALSE,TRUE
Parablastomonas,-0.891356938817105,1.1854691129198254,0.0016333630221741014,0.025746973808364798,0.1859662765725428,0.30098369234096767,0.004062409429218638,0.005860308851028116,-4.793110639441121,3.9386489802805444,0.40206755390686005,4.393449980686227,1.6421500057161339e-6,8.194170791534937e-5,0.6876343106647649,1.115658676868795e-5,5.5052405929335964e-6,1.9948903891296363e-4,0.9567915144166168,0.002281521994196686,TRUE,TRUE,FALSE,TRUE
Sphingorhabdus,-0.2121721442554025,1.0432825331828024,0.0022570132117298385,-0.009727374203253206,0.19125591583513182,0.3084841675699497,0.004182210840370054,0.006032709939083151,-1.1093625173837818,3.3819645961124896,0.5396698774589115,-1.612438572627871,0.26727382534534133,7.19694193935838e-4,0.5894247171105923,0.10686653686433115,0.3549188135267682,0.00145720260059286,0.935435904605907,0.5287350577781603,FALSE,TRUE,FALSE,FALSE
Sphingobium,-1.2900680676144143,3.432653033414831,-3.256124186822318e-4,-0.008966390160078804,0.18306243231909322,0.2968677208819561,0.003996633669856279,0.005765654638551092,-7.0471480755031,11.562904256538424,-0.08147166980503895,-1.555138266542454,1.8262195377450353e-12,6.352335904850072e-31,0.9350668541843857,0.11991314302047272,1.0984173396142934e-11,9.622612537346961e-30,0.9890336442413279,0.5508942164650688,TRUE,TRUE,FALSE,FALSE
Stakelama,-0.16984727852534773,0.7672076927950938,-0.0014617208687162022,0.003019307322054166,0.14395437556388813,0.24151570410500237,0.003110261988812143,0.004490181408545063,-1.1798688151022414,3.176636880148959,-0.46996711980345296,0.6724243515658984,0.23805239462477948,0.0014899346006834885,0.6383785090244318,0.5013135844206033,0.32133145017008186,0.0028609542332373086,0.942100412315744,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Allosphingosinicella,0.10927276329087791,0.6887036499136263,-0.00897842245150914,0.00490525835223598,0.20607400264075684,0.32951536714129537,0.004517709988501539,0.006515523045513206,0.5302598187572943,2.090050172434938,-1.9873835359863719,0.7528571870548283,0.5959318016412081,0.036613292972627665,0.046879910763128065,0.45153573758485543,0.6830666004521397,0.056085531182789194,0.21317732376523466,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Croceibacterium,-0.03833322429014383,0.7486474558458297,2.7071674586779694e-4,-0.007394326253118254,0.11332068515462314,0.19802884381864783,0.002416285538416361,0.003491535459653928,-0.3382720836698008,3.7804970296722584,0.11203839180580673,-2.117786383258202,0.7351581590132394,1.5651558680388104e-4,0.9107929659319008,0.03419316305927129,0.7960361781831353,3.5963412922914237e-4,0.9890336442413279,0.32013200891446125,FALSE,TRUE,FALSE,FALSE
Erythrobacter,0.556383156832889,-0.3738180395082102,-0.006265441500665281,0.0031680583570288423,0.16305910513111518,0.26854178232287607,0.0035433714454667312,0.005113406919627284,3.4121563244536603,-1.3920293381338968,-1.7682147065561171,0.6195592110748271,6.445114076041599e-4,0.16391351402188833,0.07702501651692804,0.5355480278751132,0.0015597938799414286,0.21350518227691825,0.2863930159583961,0.8452855625736229,TRUE,FALSE,FALSE,FALSE
Novosphingobium,-1.1950610517843738,3.1286451048965827,-0.0075807928292363855,0.008829790960726303,0.13429501812570824,0.22784469136012273,0.002891272017975859,0.004175066281933469,-8.898774269241503,13.731481239348097,-2.6219576650361653,2.1148864148420743,5.646680372389128e-19,6.57748891383023e-43,0.008742629028441421,0.03443962932087114,6.598549349449009e-18,1.9215664041118315e-41,0.07011245632612825,0.32013200891446125,TRUE,TRUE,FALSE,FALSE
Altererythrobacter,-0.20222931412595962,1.2296331320865104,-0.004576393457032897,-0.0013539018864861326,0.16157107801911288,0.2664362523820205,0.0035096432294352024,0.005064872859189589,-1.2516430329321508,4.615111949268236,-1.3039483382957318,-0.2673121170316534,0.21069996659653922,3.928834809989407e-6,0.192251197378007,0.7892288580769713,0.29304533309023073,1.1560384440904083e-5,0.5040432033820824,0.919318867217935,FALSE,TRUE,FALSE,FALSE
Sphingopyxis,-0.8818225922588803,2.271107212829746,-0.004305909961808236,0.007873329784772535,0.14052190829379543,0.2366592467366182,0.003032439676933657,0.004378199475361435,-6.275338863283968,9.596528528451275,-1.4199490906814298,1.7983031218838117,3.4887362630382764e-10,8.26823383504599e-22,0.1556225027301555,0.07212898529737426,1.678697801861947e-9,7.19512263517832e-21,0.4451021231932419,0.45385776902501646,TRUE,TRUE,FALSE,FALSE
Tumebacillus,1.2358983629079916,-1.4694819194380586,-0.006788981826343,-0.0040638869539522384,0.21058094319366724,0.33591781640657187,0.004619722671401256,0.006662331353341264,5.868994336165356,-4.3745280770088675,-1.4695648005822313,-0.6099797110682788,4.384464128983616e-9,1.2169546002161181e-5,0.1416796594133286,0.541875247633242,1.8876271881624198e-8,3.409139941701317e-5,0.43166161072405607,0.8460094962101732,TRUE,TRUE,FALSE,FALSE
Magnetospirillum,0.15572969220997765,0.0739538019992723,7.706870355215559e-4,-9.581398066964553e-4,0.09535698257363161,0.1719479557193896,0.0020122110650764215,0.0029097770727059655,1.6331231128221593,0.4300941042879346,0.38300506785667937,-0.3292828910104193,0.10244310646100127,0.6671271885572376,0.7017160064744525,0.7419418747132556,0.1546097067990757,0.7199340900261483,0.9659524635347521,0.9064359121094399,FALSE,FALSE,FALSE,FALSE
Micropepsis,1.4159353833829496,-2.4490766660477905,0.0011300288980263763,-0.00375004477997911,0.10874260455925501,0.191462683741922,0.0023128850543300277,0.0033427095046356177,13.020980958860436,-12.79140466530267,0.4885797916808759,-1.1218578146795604,9.29688284356935e-39,1.8313363758016839e-37,0.625139222803812,0.26192289964317295,4.22491675891096e-37,3.7450828885144436e-36,0.942100412315744,0.7337429174935461,TRUE,TRUE,FALSE,FALSE
Asprobacter,0.44151265316074567,-0.29451201821623096,-0.003725885961190693,0.0022491026682925556,0.12611413331045565,0.21624768648918616,0.0027058648483171176,0.003908269272646329,3.5008974931768533,-1.3619198567979063,-1.376966762958603,0.5754728017421546,4.636941624704065e-4,0.17322317884032046,0.16852252405470705,0.5649715799611439,0.0011424753762072064,0.22491517506568592,0.46227590647504313,0.8543394338513872,TRUE,FALSE,FALSE,FALSE
Rubellimicrobium,-0.18418637598230445,0.9811950676425136,-7.814715982881319e-4,-0.003385562228025217,0.1424904012091547,0.23944452905163371,0.0030770699448304495,0.004442419933790361,-1.2926230428107663,4.097796978401328,-0.2539661471137576,-0.7620986485932202,0.19614146598667362,4.171008575928572e-5,0.7995217114996589,0.4460011293673308,0.2782464822153729,1.0662140672217411e-4,0.9890336442413279,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Asticcacaulis,-1.1100209514491597,3.1482362182967285,-7.785624028883939e-4,-0.010399242846391956,0.13688674751810861,0.23151434211865457,0.0029500255310722827,0.004259609875773891,-8.109046139052403,13.598450054913705,-0.2639171745084525,-2.441360394419362,5.101867279366932e-16,4.0900950559063244e-42,0.7918437413577193,0.014632044458406816,4.742417539229716e-15,1.1152325852437911e-40,0.9890336442413279,0.20636228218925476,TRUE,TRUE,FALSE,FALSE
Blastocatella,-0.039532344096719865,1.0599772515891872,-0.011773998203182283,0.008879938954522434,0.16441119551330816,0.27045511933349925,0.0035740173238269167,0.005157505694037393,-0.2404480058264642,3.9192353030749074,-3.29433159841966,1.7217506836276606,0.8099829662829104,8.88303589001043e-5,9.865603945731947e-4,0.08511469169331509,0.8672330712296084,2.149799810067613e-4,0.013913903495877126,0.4926890477194376,FALSE,TRUE,TRUE,FALSE
Aridibacter,0.015047533987199132,0.4167530901078129,-0.00212723135811624,0.0035447448401650264,0.16021619287590835,0.2645192590551519,0.0034789317601430806,0.005020679939342643,0.09392018195597646,1.5755113317511618,-0.6114610762094258,0.7060288413105137,0.9251725618178874,0.11513846491361604,0.5408943793088044,0.4801702018219024,0.9459889444587899,0.15749709749053165,0.8968647206428485,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Stenotrophobacter,0.6060734526320379,-0.8478781229689013,-5.864552920898283e-4,0.0016357644430415124,0.12479999557071654,0.21438207072283713,0.0026760930227144584,0.003865427191348352,4.856357965883205,-3.954986161436404,-0.21914607867217015,0.42317817981482125,1.195644726521682e-6,7.653908193890257e-5,0.8265362574443946,0.6721652655765689,4.075155776228066e-6,1.8745200307192307e-4,0.9890336442413279,0.8919094979322574,TRUE,TRUE,FALSE,FALSE
Enhygromyxa,0.9316977604853982,-1.4198553341698712,-0.0027590107067453438,0.0033812855579682575,0.1282447963806872,0.21927060798417985,0.002754142946130031,0.003977741389835281,7.2649946569349115,-6.475356397389623,-1.00176743208705,0.8500516314632202,3.730530168640667e-13,9.458840920757133e-11,0.31645593008930195,0.39529638134243644,2.4609465144742466e-12,4.498448763476357e-10,0.7080199088122828,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Labilithrix,0.9936955397036292,-1.8858469609328563,-0.005057814932563259,0.017278609869114166,0.17089005941059635,0.27962567842863084,0.0037208482802690433,0.005368794039044814,5.814823537020863,-6.7441837657058485,-1.3593177016606395,3.218340980014253,6.069788178612837e-9,1.5388966856416e-11,0.1740459371074553,0.0012893444191234105,2.5593230567553096e-8,7.86760930534268e-11,0.4683209755062449,0.0742558612972035,TRUE,TRUE,FALSE,FALSE
Minicystis,1.3060197736462207,-2.2062278591935827,-0.0038514907381273808,0.00601216394849125,0.14421427555870275,0.24188338263981604,0.00311615460169422,0.004498660545377924,9.056106051821494,-9.121039383175962,-1.2359754987873086,1.3364342314443687,1.351906304494615e-19,7.440725008489437e-20,0.2164676711677709,0.18140738385393163,1.7279052454321797e-18,6.210727609126896e-19,0.5337944887540927,0.6765057204852537,TRUE,TRUE,FALSE,FALSE
Sorangium,0.04924864265658145,0.04739129724954174,0.004901118405906159,-0.0027283075605453525,0.1253371692679398,0.21514478448719082,0.002688262216646667,0.003882938881993144,0.39292927185310894,0.22027630073627605,1.8231548900091317,-0.70263984148648,0.6943717210294258,0.8256559761557651,0.06827993508239547,0.48228022686180627,0.7654933528329788,0.8614624853257855,0.2659666042733309,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Polyangium,1.3968671785435895,-2.243039619114641,-0.005031513357597303,0.0043382110289344146,0.11928383947000162,0.20653881221920872,0.002551178216673559,0.0036856677854268305,11.71044782554039,-10.860136141065846,-1.9722312321080466,1.177048850167057,1.1268287318032205e-31,1.7848292096314677e-27,0.048583215845454435,0.2391760090073503,2.560405285041762e-30,2.2812348335602197e-26,0.21746554718396965,0.7180176334647819,TRUE,TRUE,FALSE,FALSE
Chondromyces,-0.09766058065573349,0.46046908660127017,8.997425087028673e-4,0.002473558477728836,0.11549210155330253,0.20113233630136737,0.002465382833199908,0.0035621966043247535,-0.8456039793393201,2.2893836718096123,0.36495042335273326,0.6943913412094561,0.39777370489843844,0.022057069998465968,0.7151484139126487,0.4874368223839349,0.4799098681518033,0.035798974719732465,0.9710243414783,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Aggregicoccus,0.9101880536256136,-1.4313295871202854,-0.0017583658034701752,0.002849168798817293,0.1495183141162806,0.24938622162443844,0.003236410064847996,0.0046717015509663805,6.0874686756952,-5.739409249624813,-0.543307482129203,0.6098781713116752,1.1470980961473373e-9,9.500737746283378e-9,0.5869181135594217,0.5419425134647075,5.1556386958709995e-9,4.047710143989481e-8,0.935435904605907,0.8460094962101732,TRUE,TRUE,FALSE,FALSE
Stigmatella,0.5489891501969536,-0.6034854556012756,-0.0024158397614697878,0.0019397787145262737,0.1685331750654464,0.2762891280876968,0.0036674372185976846,0.005291935699509814,3.25745450403913,-2.184253357264654,-0.6587269576746921,0.36655371959752897,0.0011241627732515602,0.028943636096594255,0.5100711188261577,0.7139519350900874,0.0025830481699993715,0.04535611940041015,0.8900353885179895,0.9043437621973758,TRUE,TRUE,FALSE,FALSE
Archangium,1.9931223440436776,-2.902965882276928,-0.010349120171480614,-2.5109275860513435e-4,0.1336513085404605,0.2269330077707886,0.0028766802079812437,0.004154069265595163,14.912853198442843,-12.792171182118379,-3.5975914676811693,-0.06044501007355247,2.7188187041810553e-50,1.8133602724498939e-37,3.211775643865078e-4,0.9518012113132132,3.7066561667001726e-48,3.7450828885144436e-36,0.005254464953363268,0.9843622071156523,TRUE,TRUE,TRUE,FALSE
Cystobacter,0.5295717684170053,-0.3939973988455417,-0.006633318738736411,0.005972358734604859,0.14328299780914025,0.24056588709396803,0.0030950401143706834,0.004468277992261836,3.6959847051945407,-1.6377941345093596,-2.1432092941015624,1.3366130632310234,2.1903615933668874e-4,0.10146464556931101,0.032096296328924294,0.1813489727187191,5.817259036928941e-4,0.14025833749355304,0.16616943289278527,0.6765057204852537,TRUE,FALSE,FALSE,FALSE
Myxococcus,0.8268433997558106,-0.48727807377779314,-0.009877258393882276,-0.0015079852081756387,0.15175416731588035,0.25254877398943476,0.003287100684416044,0.004744642779599614,5.4485712938262445,-1.9294414543393434,-3.004854229354699,-0.3178290291230087,5.0776037781417056e-8,0.05367608158187652,0.0026570815879722225,0.7506146295124451,1.9778475669142453e-7,0.0798309722435909,0.028598588670543133,0.9064359121094399,TRUE,FALSE,TRUE,FALSE
Phaselicystis,0.4601445567743475,-0.6872191108955179,0.0020182613538186145,1.1302438459296172e-4,0.13699763030137796,0.2316713098465373,0.002952539303802262,0.004263227069712867,3.3587774895236215,-2.9663539751674155,0.6835679888222013,0.026511462501239473,7.828807696038228e-4,0.003013534277871855,0.4942480042369431,0.9788493910595034,0.0018616176439997878,0.005577083799319406,0.8900353885179895,0.9892616610483901,TRUE,TRUE,FALSE,FALSE
Aetherobacter,0.4542440648113196,-0.7385616971377653,-9.94465996299168e-4,0.008009051632731287,0.15451833387084787,0.25645869261877147,0.003349766792902613,0.004834816393622058,2.9397421874286684,-2.879846612318363,-0.29687618803978033,1.6565368735194543,0.003284854431585764,0.003978686885469118,0.7665610362295185,0.09761314416250567,0.006961168199578122,0.0072646559649860235,0.9752154339689069,0.5253128416113793,TRUE,TRUE,FALSE,FALSE
Anaeromyxobacter,1.296939410885635,-2.360328040073794,0.0019296629020416312,-0.001131045898246141,0.146216365538091,0.24471557950869743,0.003161547203644291,0.004563977950282844,8.870001699965437,-9.645189099984972,0.6103539747302599,-0.24782019338547565,7.314478617740421e-19,5.151615819199376e-22,0.5416273496302777,0.8042735301382387,8.310060429599534e-18,4.580458413157706e-21,0.8968647206428485,0.9240108815352236,TRUE,TRUE,FALSE,FALSE
Pyxidicoccus,0.8475595316944405,-1.101570700938182,-0.006168595523830276,0.006429581973161331,0.12854287541591128,0.21969334673610247,0.002760897720921618,0.003987461436350616,6.593593996960862,-5.014128635681436,-2.2342716563115315,1.6124499448565905,4.293047315058117e-11,5.327433815161962e-7,0.025465204104758193,0.10686406395652004,2.280332924491909e-10,1.8157670253343686e-6,0.14669392223726901,0.5287350577781603,TRUE,TRUE,FALSE,FALSE
Vulgatibacter,0.1166196443783237,0.027059800684126025,0.003440176486368491,-0.0029591942521001724,0.1028933792938057,0.18301027476148155,0.0021810968332864325,0.003152992138644458,1.1334028018005269,0.147859461548775,1.577269029905886,-0.938535245879933,0.25704513804061574,0.8824536814706323,0.11473363532779424,0.34796941266088777,0.3435668675118034,0.90457031509145025,0.38727040283561603,0.80993432222672,FALSE,FALSE,FALSE,FALSE
Geobacter,1.747154424571112,-2.841824809377195,-0.008101143152854703,0.007267378614363438,0.17551312024408067,0.2861721263153879,0.003825603770371295,0.0055195379821440845,9.954551671928561,-9.930473823454223,-2.1176116605689264,1.3166643001413678,2.4090624112531925e-23,3.0679419639850636e-23,0.03420796982414551,0.18795117513818135,3.789640485394445e-22,2.98759110302355e-22,0.17062267875701845,0.6765057204852537,TRUE,TRUE,FALSE,FALSE
Kofleria,0.36542624892617864,-0.3832132756729191,-1.3052887034961042e-4,0.0015601404819529782,0.16780465169728656,0.2752579006302534,0.0036509268759103023,0.005268177449256667,2.1776884325316215,-1.3921971896010326,-0.03575225546446067,0.2961442542473796,0.02942924068708366,0.16386269359169578,0.9714799033246744,0.767119918885684,0.05143828820947528,0.21350518227691825,0.9890336442413279,0.9124699315277324,FALSE,FALSE,FALSE,FALSE
Haliangium,0.5061985000412513,-0.7224173188585482,-0.0010923926346702736,0.004859373373304414,0.16272074512187565,0.2680629941516925,0.003535702156524692,0.005102370992298726,3.1108418269724334,-2.6949535542744254,-0.3089605929205323,0.9523755486692204,0.0018655483774730603,0.007039844326495192,0.75735150350019,0.34090655544767545,0.004192358716409239,0.012573346417190103,0.9710243414783,0.80993432222672,TRUE,TRUE,FALSE,FALSE
Racemicystis,0.6916489540892157,-0.7091942558445564,-0.005520002699776886,0.0031752742140888426,0.13907143215404058,0.23460661338588837,0.002999554703192116,0.004330879790467061,4.973335956755807,-3.0229082019868354,-1.840274055979882,0.7331707107359836,6.581046501141701e-7,0.002503581757238092,0.06572801230977138,0.46345431688917677,2.2810576431923356e-6,0.004675638989545113,0.2584880484105432,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Jahnella,-0.29825434281489255,0.9313685324940407,-0.005321769252415742,0.013659387820274309,0.19157856406771476,0.30894178803937866,0.004189517628029355,0.0060432248905700975,-1.5568252338997202,3.0147055806361993,-1.2702582313560926,2.2602812352041606,0.11951198438645393,0.0025722881966880906,0.20399266124048437,0.023803801839545433,0.17904909016139067,0.004782117602024677,0.5187685582570473,0.2496347423685662,FALSE,TRUE,FALSE,FALSE
Sandaracinus,0.9912890949339459,-1.8026792899518784,-0.0021602342979842246,0.009219049640260898,0.15268748093499934,0.2538689301017731,0.003308260045205602,0.0047750900794789365,6.4922748666994385,-7.100826750359745,-0.6529820112281923,1.9306546027016294,8.454981387398213e-11,1.2401276070676758e-12,0.5137678756486652,0.05352578052478556,4.4334453685203447e-10,7.143833680150414e-12,0.8900353885179895,0.43032150911895917,TRUE,TRUE,FALSE,FALSE
Vicinamibacter,0.14721279602566936,-0.1636432447560571,0.007235750028973395,-0.007264488666041539,0.13498737249576487,0.22882515240380513,0.0029069669294805784,0.004197650579443075,1.0905671642011407,-0.7151453545949256,2.4891064138339853,-1.7306082363352306,0.2754633845869206,0.4745192311159954,0.012806462794917588,0.08352166169309065,0.3641897872243074,0.5302687582689676,0.08877700479866599,0.4926890477194376,FALSE,FALSE,FALSE,FALSE
Luteitalea,0.6583048652158138,-0.10082647068554654,-0.00954383766593287,-0.0032481419478987495,0.18339386194025784,0.297337441560857,0.004004141279530215,0.0057764583879729575,3.589568692491259,-0.3390977946008527,-2.383491740094795,-0.5623068201549998,3.312255419524893e-4,0.734536059774348,0.017149269317996235,0.5739069923714053,8.362422633244945e-4,0.7823574178325738,0.11320589196121017,0.8543394338513872,TRUE,FALSE,FALSE,FALSE
Candidatus_Brocadia,0.7730888190507703,-1.3874868046068494,0.0046057886948343415,-0.003693175417578829,0.1473988598012354,0.2463882667470867,0.003188357300456701,0.004602556199288099,5.2448765213873845,-5.6313022650184905,1.444564790205479,-0.8024183209647873,1.563870271489759e-7,1.7885395208417973e-8,0.14858016872810176,0.42231101870314947,5.710919116422423e-7,7.242699643804902e-8,0.4394849577784019,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Chryseolinea,0.8088389688132831,-1.1073893640778179,-0.0024402814575415293,0.0011219651729678845,0.126714530212334,0.21709973442044303,0.0027194681494205207,0.00392784449267854,6.38315880158275,-5.10083242171641,-0.8973377599813103,0.2856439899948217,1.734718483730426e-10,3.381628779323013e-7,0.3695387132712101,0.7751508073963362,8.759257528959805e-10,1.1721069243585697e-6,0.7519469339697757,0.916290983309542,TRUE,TRUE,FALSE,FALSE
Ohtaekwangia,1.2262220612250918,-1.8583581025789486,-0.00461214360097522,0.00258818502430175,0.165439659024823,0.271910598758629,0.003597327269383909,0.005191048294538544,7.41189910843026,-6.8344452590779134,-1.2821028657103841,0.4985861963612931,1.2450346388013647e-13,8.232296306543974e-12,0.19980656383208958,0.6180709315444223,8.630833343555223e-13,4.430275249179586e-11,0.5139678277190229,0.8716931413850646,TRUE,TRUE,FALSE,FALSE
Chryseotalea,0.8439126334989103,-1.1021720140081288,-0.005694592600197895,0.005679530832295388,0.15999572103390547,0.2642073309853913,0.003473934181767313,0.0050134885782889506,5.27459502070104,-4.171617834741576,-1.6392344535729961,1.1328500591166701,1.3304956805856967e-7,3.024445845511744e-5,0.10116444098585578,0.25727722531439684,4.902457057293242e-7,7.929476607783995e-5,0.34769963330432785,0.7304416863972165,TRUE,TRUE,FALSE,FALSE
Algoriphagus,0.5998136810783394,-0.3437231485291429,-0.010407220463790697,0.00839878679958139,0.12859703965315117,0.21977015890972876,0.0027621251543337036,0.003989227697938125,4.664288405830666,-1.5640119215199193,-3.7678308846585153,2.1053666111669664,3.096867987304288e-6,0.11781476876349849,1.6467219448129282e-4,0.035259407868198984,9.973378006357904e-6,0.16062080141423626,0.003367546377142438,0.3204688404020752,TRUE,FALSE,TRUE,FALSE
Hymenobacter,-0.0680646170212445,0.6557851139489476,0.0022434248820182774,-0.007244716448639025,0.14512109605315732,0.2431662183859866,0.003136714602189149,0.004528245226684663,-0.4690194525288913,2.6968594498928136,0.7152148558407467,-1.599894900997492,0.6390557316835808,0.006999680731829313,0.47447629076211467,0.10962190069768227,0.7160925870098206,0.012556444821571004,0.8900353885179895,0.5315806533817431,FALSE,TRUE,FALSE,FALSE
Rhodocytophaga,-0.09660577116468104,0.8691233329872244,-0.004033960239369941,0.0014132305393789331,0.15160214091647806,0.25233373630893013,0.003283654032523693,0.0047396832169157915,-0.6372322355124518,3.444340601064789,-1.2284973384573012,0.29816983007116477,0.5239735833017415,5.724540658496776e-4,0.21926032789899166,0.7655735471748161,0.6140550016344192,0.0011824934996591827,0.5337944887540927,0.9124699315277324,FALSE,TRUE,FALSE,FALSE
